ID,samplegroup,qzip,q1,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2ba_1,q2ba_2,q2ba_3,q2ba_4,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bc_1,q2bc_2,q2bc_3,q2bc_4,q2bd_1,q2bd_2,q2bd_3,q2bd_4,q2be_1,q2be_2,q2be_3,q2be_4,q2bf_1,q2bf_2,q2bf_3,q2bf_4,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q4_7,q4_8,q4_9,q7,q12a_1,q12a_2,q12a_3,q12b_4,q12b_5,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16b_9,q16b_10,q16b_11,q16b_12,q16b_13,q16b_14,q16b_15,q16c_16,q16c_17,q16c_18,q16c_19,q16c_20,q16c_21,q16c_22,q20,q29,POV,POV135,POV400,ethnicity,q6R,q20R,Age_range2,Age_range3,Age2_range2,Age2_range3,INCOME
2858,1,98125,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,2,2,1,1,1,1,3,4,5,1,2,2,5,1,1,5,4,4,5,4,3,3,2,5,5,4,5,5,2,5,0,0,1,1,5,4,5,4,5,4,2
2859,4,98101,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,2,3,4,1,1,1,1,1,1,1,3,1,3,2,1,2,2,1,1,1,1,4,1,10,0,0,1,1,4,5,3,3,4,4,3
2860,1,98144,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,6,4,,,,,,,,99,2,2,2,2,2,1,4,3,1,1,1,1,1,1,1,1,5,0,1,2,5,5,1,1,1,1,5,1,3,0,0,1,2,4,5,5,4,,,1
2861,4,98199,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,99,1,1,1,1,1,2,2,2,1,2,2,5,1,2,1,2,5,2,5,2,4,1,5,3,4,4,5,1,13,0,0,0,1,4,5,3,3,3,3,6
2862,3,98112,1,0,2,3,0,0,0,,7,,,,0,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,98,3,0,0,0,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,2,9,5,,,,,1
2863,4,98115,1,1,2,3,4,5,6,,1,,,,1,2,,,1,2,,,1,2,,,1,,,,1,,,,3,4,,,,,,,,3,2,1,1,1,1,3,5,2,1,1,2,2,1,1,1,1,4,3,3,2,1,2,1,1,4,2,2,2,11,0,0,0,1,4,4,2,3,4,3,4
2864,1,98103,1,2,3,0,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,1,1,3,5,2,4,2,1,4,3,2,4,2,4,2,5,4,4,3,4,1,15,0,0,0,1,4,5,4,4,,,0
2865,2,98104,1,1,2,3,0,0,0,,1,,,,2,,,,1,,,,0,,,,0,,,,0,,,,1,4,,,,,,,,2,1,1,1,1,1,3,5,5,1,3,2,4,1,1,1,4,4,5,4,2,2,2,5,2,5,2,5,1,8,0,0,1,1,3,5,1,2,,,2
2866,1,98105,1,1,2,3,4,5,0,,1,,,,1,3,,,1,,,,1,,,,1,,,,7,,,,3,4,,,,,,,,3,2,1,1,2,2,2,4,1,1,1,1,2,1,1,1,2,4,3,3,1,1,2,5,1,4,2,2,1,14,0,0,0,1,3,5,1,2,1,2,7
2867,1,98115,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,4,,,,,,,,2,2,1,1,2,2,4,5,5,1,2,3,5,3,3,1,4,4,2,2,4,4,2,5,2,4,4,4,2,15,0,0,0,1,4,4,5,4,4,3,0
2868,2,98125,1,1,2,3,0,0,6,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,3,,,,,,,,,99,1,1,1,1,1,2,4,4,1,4,2,4,1,1,2,3,4,4,5,1,4,5,5,4,4,4,4,3,10,0,0,0,3,5,3,5,4,5,4,3
2869,1,98118,1,0,2,3,4,0,0,,7,,,,2,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,5,1,3,3,5,2,1,1,4,4,3,4,1,4,3,5,2,2,3,5,1,13,0,0,0,2,4,5,2,3,3,3,6
2870,4,98117,1,2,3,4,5,0,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,1,5,5,1,3,3,2,2,1,1,4,4,2,4,1,4,2,4,4,4,4,4,3,13,0,0,0,1,4,3,3,3,3,3,6
2871,1,98117,1,0,2,3,0,0,6,,7,,,,1,,,,2,,,,7,,,,7,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,5,5,5,1,1,5,5,1,5,5,3,5,5,5,2,5,2,5,5,5,5,5,3,9,0,0,1,1,4,3,4,4,,,2
2872,2,98106,2,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,0,0,0,1,8,1,,,,,0
2873,2,98125,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,5,4,5,1,5,4,1,4,4,4,4,1,5,2,5,1,2,1,1,1,1,1,1,5,5,5,4,,,1
3103,1,98119,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,99,1,1,1,1,1,1,4,4,1,3,2,3,4,3,5,2,5,5,4,2,3,4,5,3,5,5,4,1,13,0,0,0,1,4,5,6,5,6,5,6
3104,1,98103,1,1,0,3,0,0,0,,1,,,,0,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,3,5,5,1,4,5,5,3,4,5,3,3,5,3,2,2,5,5,3,5,4,4,2,10,0,0,0,1,3,4,5,4,,,3
3105,4,98118,1,1,3,4,5,0,0,,1,,,,0,,,,1,,,,1,,,,1,,,,0,,,,3,4,,,,,,,,1,3,0,0,0,0,4,5,2,2,2,4,5,1,1,1,2,2,4,4,2,4,1,4,1,2,3,5,2,10,0,0,1,9,4,4,4,3,4,4,3
3106,4,98133,1,3,0,0,0,0,0,,0,,,,0,,,,4,,,,0,,,,0,,,,0,,,,4,,,,,,,,,99,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,0,0,1,1,4,2,4,3,3,3,3
3107,1,98103,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,4,5,,,,,,,,99,1,1,1,1,1,4,5,5,1,1,1,5,2,3,1,3,3,5,5,1,3,5,5,1,3,5,5,1,9,0,0,1,1,3,5,,,,,2
3108,1,98105,1,0,2,3,4,0,0,,7,,,,1,2,,,1,2,,,1,,,,7,,,,7,,,,1,,,,,,,,4,2,1,1,1,1,1,2,5,5,1,1,2,5,3,1,2,4,4,1,4,1,1,1,5,3,4,2,4,2,12,0,0,0,1,4,4,,,,,5
3109,1,98119,2,1,0,3,0,0,0,,4,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,1,1,1,1,1,2,4,2,2,4,5,5,4,5,4,3,4,5,4,3,4,5,5,3,4,4,5,3,2,0,0,1,1,8,3,5,4,,,1
3110,1,98102,1,1,2,3,4,5,6,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,,,,,,1,1,1,1,1,1,4,5,5,1,2,2,3,2,3,1,3,3,4,4,1,2,3,4,2,4,4,4,1,15,0,0,0,1,2,5,,,,,0
3111,1,98116,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,5,5,5,1,1,2,5,1,1,1,3,5,5,5,1,2,5,5,5,5,5,5,2,9,0,0,1,1,4,4,5,4,4,4,2
3112,1,98122,1,1,2,3,4,0,6,,1,,,,1,,,,1,,,,1,,,,7,,,,1,,,,1,4,,,,,,,,4,1,1,1,1,1,2,5,5,1,3,2,3,1,1,1,2,4,4,4,1,4,1,2,2,4,3,5,2,12,0,0,0,1,3,4,2,2,2,2,5
3113,1,98133,1,1,2,3,4,5,6,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,3,4,,,,,,,,2,1,1,1,1,1,3,5,2,1,2,2,3,1,1,1,3,4,5,4,2,3,3,5,1,4,5,4,1,13,0,0,0,1,4,5,3,3,4,3,6
3114,1,98108,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,5,1,3,3,5,2,2,1,4,4,4,5,1,4,3,5,1,3,4,5,1,12,0,0,0,1,4,5,2,3,2,2,5
3115,2,98133,1,0,2,3,4,5,6,,7,,,,1,,,,1,,,,1,,,,1,,,,1,,,,3,,,,,,,,,2,1,1,1,1,1,1,5,5,1,1,1,2,2,2,1,3,4,4,4,2,4,0,5,2,5,5,5,1,13,0,0,0,1,2,5,4,3,4,3,6
3127,1,98107,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,,,,,0
3116,2,98126,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,1,7,,,,,,,,4,1,1,1,1,1,3,4,5,1,1,2,3,1,1,2,1,5,5,4,2,2,5,1,4,5,4,1,1,10,0,0,1,1,5,5,6,5,6,5,3
3117,1,98118,1,0,2,3,4,0,0,,7,,,,1,2,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,3,1,1,1,1,1,2,5,1,1,2,2,0,1,1,2,3,1,4,4,2,2,4,5,3,4,4,5,3,15,0,0,0,1,4,3,3,3,3,3,0
3118,1,98122,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,3,4,5,1,2,2,1,4,1,1,3,4,4,4,1,3,5,1,4,4,4,4,2,5,0,0,1,1,5,4,4,4,4,3,2
3119,3,98119,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,,,,,,,,,2,2,2,2,3,2,4,5,5,3,4,2,5,3,4,5,5,5,5,2,4,0,5,5,4,5,5,5,3,1,1,1,1,1,5,3,5,4,,,1
3120,4,98105,1,2,3,4,6,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,3,1,1,1,1,1,2,3,2,1,1,2,4,1,1,1,2,3,4,4,1,1,2,4,2,4,4,4,1,14,0,0,0,1,4,5,3,3,3,3,7
3150,1,98144,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,2,3,0,1,2,2,0,3,2,5,2,5,4,3,1,2,1,1,2,3,3,3,1,8,0,0,1,1,3,5,5,4,,,2
3121,1,98108,1,1,2,3,4,5,6,,1,2,,,1,2,,,1,2,,,1,2,,,1,,,,1,,,,3,4,,,,,,,,4,1,1,1,1,1,2,5,5,1,2,2,2,1,1,1,4,5,2,4,1,1,1,5,1,3,2,1,1,12,0,0,0,1,5,5,2,2,1,2,5
3122,4,0,1,1,2,3,4,6,0,,1,,,,1,,,,1,,,,1,,,,0,,,,1,,,,1,,,,,,,,,4,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,4,5,2,4,1,4,1,5,1,5,3,4,0,15,0,0,0,8,5,0,,,,,0
3123,1,98118,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,1,3,,,,,,,,99,1,1,1,1,1,3,5,5,1,3,2,4,3,2,1,4,4,4,3,2,4,4,3,3,4,3,4,1,15,0,0,0,1,1,5,3,3,,,0
3124,1,98178,1,1,2,0,4,0,0,,1,,,,1,,,,7,,,,1,,,,7,,,,7,,,,1,,,,,,,,,99,1,1,1,1,1,4,4,5,1,4,4,4,4,4,5,4,5,4,5,3,2,2,5,4,4,4,4,3,14,0,0,0,3,4,3,,,,,7
3125,1,98103,1,0,0,3,4,5,6,,0,,,,0,,,,1,,,,1,,,,1,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,2,5,5,1,1,2,1,1,1,1,4,4,4,5,1,4,3,5,3,1,4,5,2,14,0,0,0,1,5,4,2,2,2,2,7
3126,1,98101,1,2,3,4,6,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,2,,,,,,,,,3,1,1,1,1,2,2,5,5,1,1,2,4,2,1,1,3,5,3,5,1,3,1,5,2,5,4,3,1,12,0,0,0,1,4,5,4,4,4,4,5
3128,1,98115,1,2,3,4,0,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,3,1,1,1,1,1,2,4,1,1,2,2,5,2,1,1,4,5,4,4,3,3,1,5,1,4,3,5,2,11,0,0,1,8,5,4,3,3,3,3,4
3129,1,98102,1,0,2,3,4,0,6,,7,,,,1,,,,1,,,,1,,,,7,,,,1,,,,3,4,,,,,,,,99,1,1,1,1,1,3,4,5,1,2,2,5,2,2,1,3,5,3,3,1,5,1,5,2,5,5,5,1,14,0,0,0,1,4,5,6,5,5,4,7
3130,2,98108,1,2,3,6,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,1,,,,3,,,,,,,,,99,2,2,2,2,2,4,2,4,2,3,2,5,2,1,2,4,2,5,4,4,4,5,5,4,5,4,5,2,9,0,0,1,1,4,4,4,3,4,3,2
3131,1,98177,1,1,2,3,4,0,0,,1,,,,1,2,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,4,3,1,1,1,1,1,1,5,5,1,1,0,5,2,2,2,4,4,4,4,2,4,2,4,3,4,3,4,1,13,0,0,0,1,3,5,,,,,6
3132,1,98115,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,5,5,5,1,2,5,5,4,4,5,2,5,5,5,1,4,5,5,4,4,4,4,1,9,0,0,1,1,4,5,6,4,5,4,2
3167,1,98121,1,1,0,3,4,0,0,,1,,,,7,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,5,1,2,2,5,3,3,5,4,5,4,5,5,4,5,5,3,3,5,5,2,14,0,0,0,1,5,4,4,3,,,7
3133,1,98116,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,4,6,,,,,,,3,1,1,1,1,1,4,4,2,1,3,3,3,4,2,1,3,3,3,4,4,3,2,2,3,4,2,3,2,13,0,0,0,8,4,4,4,3,3,3,6
3134,1,98122,1,2,3,5,0,0,0,,0,,,,1,,,,1,,,,0,,,,1,,,,0,,,,1,4,,,,,,,,1,1,1,1,1,1,4,4,4,1,4,3,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,1,10,0,0,0,3,4,5,2,2,,,3
3135,1,98102,1,1,2,3,0,0,0,,1,,,,1,,,,1,2,,,7,,,,7,,,,7,,,,3,4,,,,,,,,2,1,1,1,2,2,3,4,5,1,1,3,3,1,1,2,3,5,4,3,1,3,1,5,1,4,2,4,2,10,0,0,0,1,4,4,3,3,,,3
3136,1,98199,1,1,0,3,4,0,0,,1,,,,7,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,3,3,5,1,2,2,5,5,2,5,2,5,5,5,1,3,5,5,4,4,4,5,3,15,0,0,0,1,4,3,6,5,6,5,0
3137,1,98115,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,4,1,1,1,1,1,3,4,5,1,3,2,3,5,2,1,2,5,4,4,4,3,4,5,4,5,4,5,2,15,0,0,0,1,5,4,4,4,4,4,0
3138,4,98118,1,1,2,3,4,0,0,,1,,,,2,,,,1,,,,1,,,,0,,,,0,,,,1,4,,,,,,,,2,1,1,1,1,1,4,5,4,1,4,3,5,2,4,1,4,4,3,4,2,4,2,5,4,5,3,4,2,11,0,0,1,1,4,4,3,3,3,3,4
3139,1,98115,1,0,2,3,4,5,6,,0,,,,1,2,,,1,2,,,1,,,,1,,,,1,,,,3,4,,,,,,,,4,1,1,1,1,1,3,4,2,1,2,2,3,1,2,1,2,4,3,4,0,4,1,5,1,4,4,3,1,14,0,0,0,1,5,5,5,4,5,4,7
3140,1,98119,1,1,3,4,5,0,0,,1,,,,0,,,,1,,,,1,,,,1,,,,0,,,,3,,,,,,,,,3,2,1,1,2,1,1,4,5,1,1,1,4,1,1,4,4,1,4,2,1,2,4,5,1,2,5,5,1,8,0,0,1,1,4,5,4,4,,,2
3141,1,98105,1,2,3,0,0,0,0,,0,,,,1,2,,,1,2,,,0,,,,0,,,,0,,,,3,,,,,,,,,1,1,1,1,1,1,2,5,5,1,2,2,5,2,1,1,3,2,3,5,2,4,2,5,2,4,3,4,1,13,0,0,0,3,3,5,2,2,2,2,6
3142,1,98146,1,1,2,3,4,5,0,,1,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,3,4,5,0,3,1,4,2,3,1,2,4,4,4,2,3,1,5,4,4,4,5,1,5,0,0,1,1,4,5,6,5,2,3,2
3143,1,98103,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,4,,,,,,,,99,1,1,1,1,1,4,5,5,1,3,2,5,5,2,1,4,4,5,5,1,4,4,5,3,5,3,4,3,12,0,0,0,1,4,3,4,3,,,5
3184,3,98104,1,1,3,0,0,0,0,,1,,,,0,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,1,2,2,2,2,2,2,4,4,2,4,5,5,4,5,5,3,4,5,4,5,3,4,5,4,5,5,4,1,3,0,0,1,2,4,5,4,4,,,1
3144,1,98109,1,1,2,3,4,0,6,,2,,,,1,,,,1,,,,1,,,,7,,,,1,,,,3,,,,,,,,,99,1,1,1,1,1,1,2,5,1,1,1,1,2,4,1,2,3,4,5,1,3,1,1,5,4,4,5,1,14,0,0,0,1,4,5,3,3,3,3,7
3145,1,98106,1,0,2,3,4,5,6,,7,,,,1,,,,1,,,,1,,,,1,,,,1,,,,3,,,,,,,,,4,1,1,1,1,1,4,5,5,1,1,1,2,1,1,1,3,3,3,5,1,1,1,5,4,5,5,3,1,11,0,0,0,1,5,5,3,3,3,3,4
3146,4,98199,1,1,2,3,4,5,6,,1,,,,2,,,,1,2,,,1,2,,,1,,,,1,,,,3,,,,,,,,,4,1,1,1,1,1,2,5,2,1,2,2,4,1,2,2,0,4,1,4,1,3,1,5,1,4,3,5,2,14,0,0,0,1,5,4,3,3,3,3,7
3147,1,98136,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,,3,1,1,1,1,1,2,4,1,1,1,2,4,1,1,1,3,4,1,4,2,2,2,5,1,3,2,5,1,7,0,0,1,1,4,5,2,3,3,3,2
3148,1,98146,2,0,0,3,0,0,0,,7,,,,7,,,,1,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,0,0,1,1,8,2,7,5,,,1
3149,1,98119,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,4,1,1,1,1,1,1,4,5,1,2,2,1,4,2,1,4,5,4,4,1,4,1,5,4,5,4,5,1,8,0,0,1,1,5,5,4,4,,,2
3151,1,98102,1,1,2,3,4,5,6,,1,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,1,4,,,,,,,,1,1,1,1,1,1,3,5,5,1,3,3,4,1,2,1,3,4,2,4,2,4,3,2,2,4,3,5,1,12,0,0,0,1,4,5,2,2,2,3,5
3152,1,98107,1,0,2,3,4,5,6,,0,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,3,4,,,,,,,,3,1,1,1,1,1,2,4,3,1,2,2,3,2,1,1,3,4,4,4,1,3,1,5,1,3,3,1,1,15,0,0,0,1,4,5,2,2,2,3,0
3153,1,98116,1,0,2,3,4,0,0,,7,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,0,1,3,2,5,2,3,5,3,5,5,5,2,3,5,5,2,3,3,5,2,10,0,0,0,1,4,4,5,4,,,3
3154,4,98107,1,2,3,4,0,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,4,,,,,,,,3,1,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,4,1,2,1,3,1,13,0,0,0,1,3,5,3,3,3,3,6
3155,1,98105,1,1,2,3,4,5,6,,1,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,1,4,,,,,,,,4,1,1,1,1,1,3,5,5,1,1,2,4,1,1,1,2,4,4,4,1,2,3,5,1,4,0,4,1,15,0,0,0,1,4,5,2,2,2,2,0
1249,3,98107,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,8,1,,,,,1
3156,4,98109,1,2,3,4,5,6,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,1,2,,,3,,,,,,,,,4,1,1,1,1,1,2,5,1,1,1,1,2,2,2,1,2,4,4,4,1,2,2,5,2,5,4,5,1,14,0,0,0,1,5,5,2,3,2,2,7
3157,1,98112,1,2,3,4,6,0,0,,0,,,,1,2,,,1,,,,1,,,,0,,,,1,,,,3,4,,,,,,,,3,2,1,1,1,1,2,5,3,1,2,2,3,2,2,2,4,4,3,4,2,4,2,4,2,4,4,4,1,14,0,0,0,1,3,5,3,3,3,3,7
3158,1,98116,1,1,2,3,0,0,0,,1,,,,1,,,,1,,,,0,,,,0,,,,0,,,,3,,,,,,,,,2,2,2,2,1,1,4,5,5,1,3,2,5,4,3,5,3,5,5,5,4,4,5,5,3,4,5,5,2,12,0,0,0,1,4,4,7,5,7,5,5
3159,2,98125,1,0,2,3,4,0,0,,0,,,,1,,,,1,,,,1,,,,7,,,,7,,,,3,,,,,,,,,99,1,1,1,2,1,4,5,2,1,2,1,3,1,1,1,3,4,3,4,1,4,2,4,1,4,2,3,1,13,0,0,0,1,4,5,4,4,3,3,6
3160,1,98104,1,0,2,3,4,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,,,,,,,,,99,0,1,0,1,0,4,4,5,1,4,1,5,3,1,5,1,5,5,1,1,1,5,5,1,5,5,5,1,6,0,0,1,1,4,5,6,4,,,2
3191,3,98108,2,7,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,8,,,,,,,,,98,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,0,0,1,2,8,2,4,4,,,1
3161,1,98109,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,4,99,1,1,1,1,1,1,2,4,1,2,3,4,4,1,1,4,5,4,4,1,4,4,4,1,5,4,4,1,15,0,0,0,3,4,5,6,5,6,5,0
3162,1,98146,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,7,,,,7,,,,1,,,,,,,,,3,1,1,1,1,1,4,4,5,2,3,3,5,4,4,1,4,5,4,5,1,4,4,2,5,5,5,5,3,10,0,0,0,1,0,3,5,4,4,4,3
3163,1,98115,1,1,2,3,4,0,0,,1,,,,1,2,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,3,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,5,4,4,2,1,2,5,2,4,2,5,2,14,0,0,0,1,4,4,4,4,,,7
3164,1,98121,1,0,2,3,4,5,0,,7,,,,1,,,,1,,,,1,,,,1,,,,7,,,,3,,,,,,,,,3,1,1,1,1,1,4,5,5,1,2,2,5,1,3,2,3,5,5,5,2,4,5,5,2,4,5,5,2,10,0,0,0,1,4,4,5,4,,,3
3165,1,98119,1,0,2,3,4,0,0,,0,,,,1,,,,1,,,,1,,,,0,,,,0,,,,1,3,4,,,,,,,99,1,1,1,1,1,1,5,5,1,2,2,2,1,2,1,1,0,2,3,1,2,2,5,2,4,2,2,1,10,0,0,0,1,3,5,5,4,,,3
3166,1,98125,1,0,2,3,4,0,6,,0,,,,1,,,,1,,,,1,,,,0,,,,1,,,,3,,,,,,,,,4,3,0,0,0,0,1,4,5,1,2,1,1,5,4,1,1,5,4,4,1,2,2,5,3,1,2,5,1,4,0,0,1,1,5,5,,,,,1
3168,1,98107,1,2,3,4,5,6,0,,0,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,3,,,,,,,,,3,1,1,1,1,2,1,5,5,1,1,2,2,1,1,1,2,3,1,5,1,2,2,5,1,2,4,4,1,13,0,0,0,1,4,5,1,2,1,2,6
3169,1,98115,1,0,2,3,0,0,0,,7,,,,1,,,,1,,,,7,,,,7,,,,7,,,,3,,,,,,,,,3,1,1,1,1,1,3,4,5,0,3,1,4,4,3,2,2,5,5,4,2,3,5,5,3,4,5,5,2,9,0,0,1,1,4,4,5,4,,,2
3170,2,98108,1,2,0,0,0,0,0,,0,,,,4,,,,0,,,,0,,,,0,,,,0,,,,3,,,,,,,,,2,1,1,1,1,1,5,5,5,4,3,3,5,5,5,5,3,5,5,5,5,4,5,5,5,3,5,5,3,6,0,0,1,1,4,3,5,4,,,2
3171,1,98103,1,2,3,5,0,0,0,,0,,,,1,2,,,1,,,,0,,,,1,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,5,3,1,2,2,4,2,2,1,2,4,4,4,1,4,1,5,2,4,4,4,3,14,0,0,0,1,4,3,5,4,4,3,7
3172,1,98133,2,1,2,0,0,0,0,,1,,,,1,,,,7,,,,7,,,,7,,,,7,,,,8,,,,,,,,,98,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,15,0,0,0,1,8,3,4,4,5,4,0
3173,4,98125,1,1,2,3,4,0,0,,1,,,,1,,,,1,,,,1,,,,0,,,,0,,,,3,,,,,,,,,99,1,1,1,1,1,4,4,3,1,3,2,2,1,1,1,4,4,4,4,0,4,3,5,1,5,4,5,1,15,0,0,0,8,4,5,4,3,4,3,0
3174,1,98122,1,1,2,3,0,5,0,,1,,,,2,,,,1,,,,7,,,,1,,,,7,,,,3,,,,,,,,,99,2,2,1,1,2,2,4,1,1,2,2,1,1,1,1,2,4,4,4,1,1,1,5,2,4,4,4,1,10,0,0,1,1,4,5,,,,,3
3175,1,98122,1,0,2,3,0,0,0,,0,,,,1,,,,1,,,,0,,,,0,,,,0,,,,1,,,,,,,,,99,1,1,1,1,1,4,4,5,1,5,5,5,5,5,5,3,5,5,5,1,4,5,5,2,5,5,5,3,5,0,0,1,1,5,3,5,4,,,2
3176,1,98108,1,1,2,3,4,5,6,,1,,,,1,2,,,1,,,,1,,,,1,,,,1,,,,0,,,,,,,,,0,2,1,1,1,2,3,5,4,2,2,2,1,1,1,3,2,4,1,3,2,2,1,5,1,3,1,5,1,13,0,0,0,1,0,5,2,2,1,2,6
